Days since 1/3/23,Company,Value
198.0,2.0,124.0
198.0,3.0,64.300003
198.0,4.0,275.5
199.0,1.0,27.92
199.0,2.0,124.0
199.0,3.0,64.300003
199.0,4.0,275.5
200.0,1.0,27.92
200.0,2.0,124.0
200.0,3.0,64.300003
200.0,4.0,275.5
201.0,1.0,27.92
201.0,2.0,124.0
201.0,3.0,64.300003
201.0,4.0,275.5
202.0,1.0,27.92
202.0,2.0,124.0
202.0,3.0,64.300003
202.0,4.0,275.5
203.0,1.0,27.92
203.0,2.0,124.0
203.0,3.0,64.300003
203.0,4.0,275.5
204.0,1.0,27.92
204.0,2.0,124.0
204.0,3.0,64.300003
204.0,4.0,275.5
205.0,1.0,27.92
205.0,2.0,124.0
205.0,3.0,64.300003
205.0,4.0,275.5
206.0,1.0,27.92
206.0,2.0,124.0
206.0,3.0,64.300003
206.0,4.0,275.5
207.0,1.0,27.92
207.0,2.0,124.0
207.0,3.0,64.300003
207.0,4.0,275.5
208.0,1.0,27.92
208.0,2.0,124.0
208.0,3.0,64.300003
208.0,4.0,275.5
209.0,1.0,27.92
209.0,2.0,124.0
209.0,3.0,64.300003
209.0,4.0,275.5
210.0,1.0,27.92
210.0,2.0,124.0
210.0,3.0,64.300003
210.0,4.0,275.5
211.0,1.0,27.92
211.0,2.0,124.0
211.0,3.0,64.300003
211.0,4.0,275.5
212.0,1.0,27.92
212.0,2.0,124.0
212.0,3.0,64.300003
212.0,4.0,275.5
213.0,1.0,27.92
213.0,2.0,124.0
213.0,3.0,64.300003
213.0,4.0,275.5
214.0,1.0,27.92
214.0,2.0,124.0
214.0,3.0,64.300003
214.0,4.0,275.5
215.0,1.0,27.92
215.0,2.0,124.0
215.0,3.0,64.300003
215.0,4.0,275.5
216.0,1.0,27.92
216.0,2.0,124.0
216.0,3.0,64.300003
216.0,4.0,275.5
217.0,1.0,27.92
217.0,2.0,124.0
217.0,3.0,64.300003
217.0,4.0,275.5
218.0,1.0,27.92
218.0,2.0,124.0
218.0,3.0,64.300003
