Days since 1/3/23,Company,Value
146.0,2.0,123.0
146.0,3.0,63.150002
146.0,4.0,66.220001
147.0,1.0,27.41
147.0,2.0,123.0
147.0,3.0,63.150002
147.0,4.0,66.220001
148.0,1.0,27.41
148.0,2.0,123.0
148.0,3.0,63.150002
148.0,4.0,66.220001
149.0,1.0,27.41
149.0,2.0,123.0
149.0,3.0,63.150002
149.0,4.0,66.220001
150.0,1.0,27.41
150.0,2.0,123.0
150.0,3.0,63.150002
150.0,4.0,66.220001
151.0,1.0,27.41
151.0,2.0,123.0
151.0,3.0,63.150002
151.0,4.0,66.220001
152.0,1.0,27.41
152.0,2.0,123.0
152.0,3.0,63.150002
152.0,4.0,66.220001
153.0,1.0,27.41
153.0,2.0,123.0
153.0,3.0,63.150002
153.0,4.0,66.220001
154.0,1.0,27.41
154.0,2.0,123.0
154.0,3.0,63.150002
154.0,4.0,66.220001
155.0,1.0,27.41
155.0,2.0,123.0
155.0,3.0,63.150002
155.0,4.0,66.220001
156.0,1.0,27.41
156.0,2.0,123.0
156.0,3.0,63.150002
156.0,4.0,66.220001
157.0,1.0,27.41
157.0,2.0,123.0
157.0,3.0,63.150002
157.0,4.0,66.220001
158.0,1.0,27.41
158.0,2.0,123.0
158.0,3.0,63.150002
158.0,4.0,66.220001
159.0,1.0,27.41
159.0,2.0,123.0
159.0,3.0,63.150002
159.0,4.0,66.220001
160.0,1.0,27.41
160.0,2.0,123.0
160.0,3.0,63.150002
160.0,4.0,66.220001
161.0,1.0,27.41
161.0,2.0,123.0
161.0,3.0,63.150002
161.0,4.0,66.220001
162.0,1.0,27.41
162.0,2.0,123.0
162.0,3.0,63.150002
162.0,4.0,66.220001
163.0,1.0,27.41
163.0,2.0,123.0
163.0,3.0,63.150002
163.0,4.0,66.220001
164.0,1.0,27.41
164.0,2.0,123.0
164.0,3.0,63.150002
164.0,4.0,66.220001
165.0,1.0,27.41
165.0,2.0,123.0
165.0,3.0,63.150002
165.0,4.0,66.220001
166.0,1.0,27.41
166.0,2.0,123.0
166.0,3.0,63.150002
166.0,4.0,66.220001
167.0,1.0,27.41
167.0,2.0,123.0
167.0,3.0,63.150002
167.0,4.0,66.220001
168.0,1.0,27.41
168.0,2.0,123.0
168.0,3.0,63.150002
168.0,4.0,66.220001
169.0,1.0,27.41
169.0,2.0,123.0
169.0,3.0,63.150002
169.0,4.0,66.220001
170.0,1.0,27.41
170.0,2.0,123.0
170.0,3.0,63.150002
170.0,4.0,66.220001
171.0,1.0,27.41
171.0,2.0,123.0
171.0,3.0,63.150002
171.0,4.0,66.220001
172.0,1.0,27.41
172.0,2.0,123.0
172.0,3.0,63.150002
172.0,4.0,66.220001
173.0,1.0,27.41
173.0,2.0,123.0
173.0,3.0,63.150002
173.0,4.0,66.220001
174.0,1.0,27.41
174.0,2.0,123.0
174.0,3.0,63.150002
174.0,4.0,66.220001
175.0,1.0,27.41
175.0,2.0,123.0
175.0,3.0,63.150002
175.0,4.0,66.220001
176.0,1.0,27.41
176.0,2.0,123.0
176.0,3.0,63.150002
176.0,4.0,66.220001
177.0,1.0,27.41
177.0,2.0,123.0
177.0,3.0,63.150002
177.0,4.0,66.220001
178.0,1.0,27.41
178.0,2.0,123.0
178.0,3.0,63.150002
178.0,4.0,66.220001
179.0,1.0,27.41
179.0,2.0,123.0
179.0,3.0,63.150002
179.0,4.0,66.220001
180.0,1.0,27.41
180.0,2.0,123.0
180.0,3.0,63.150002
180.0,4.0,66.220001
181.0,1.0,27.41
181.0,2.0,123.0
181.0,3.0,63.150002
181.0,4.0,66.220001
182.0,1.0,27.41
182.0,2.0,123.0
182.0,3.0,63.150002
182.0,4.0,66.220001
183.0,1.0,27.41
183.0,2.0,123.0
183.0,3.0,63.150002
183.0,4.0,66.220001
184.0,1.0,27.41
184.0,2.0,123.0
184.0,3.0,63.150002
184.0,4.0,66.220001
185.0,1.0,27.41
185.0,2.0,123.0
185.0,3.0,63.150002
185.0,4.0,66.220001
186.0,1.0,27.41
186.0,2.0,123.0
186.0,3.0,63.150002
186.0,4.0,66.220001
187.0,1.0,27.41
187.0,2.0,123.0
187.0,3.0,63.150002
187.0,4.0,66.220001
188.0,1.0,27.41
188.0,2.0,123.0
188.0,3.0,63.150002
188.0,4.0,66.220001
189.0,1.0,27.41
189.0,2.0,123.0
189.0,3.0,63.150002
189.0,4.0,66.220001
190.0,1.0,27.41
190.0,2.0,123.0
190.0,3.0,63.150002
190.0,4.0,66.220001
